Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Mandiana,GIN004004,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Conakry,GIN002001,Recherche,Appui à la commission de recherche,MSF,,,,
Conakry,GIN002001,Recherche,Appui technique à la recherche,MSF,Etablir un conseil de sécurité pour les médicaments et vaccins et aussi un processus formel d'approbation et de suivi,,,
Nzérékoré,GIN008004,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Nzérékoré,GIN008004,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),MSF,Formation,,,
Pita,GIN007003,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Siguiri,GIN004005,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Télimélé,GIN005005,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Tougue,GIN006005,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Yomou,GIN008005,Coordination,Appui à  la coordination préfectorale,MSF,,,,
Beyla,GIN008001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Beyla,GIN008001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Beyla,GIN008001,Gestion des données,Suivi et évaluation,OMS,,,,
Beyla,GIN008001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),OMS,Equipement,,12/15/2014,
Beyla,GIN008001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Beyla,GIN008001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Beyla,GIN008001,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Beyla,GIN008001,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Beyla,GIN008001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Beyla,GIN008001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Boffa,GIN001001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Boffa,GIN001001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Boffa,GIN001001,Gestion des données,Suivi et évaluation,OMS,,,,
Boffa,GIN001001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Boffa,GIN001001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Boké,GIN001002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Boké,GIN001002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Boké,GIN001002,Gestion des données,Suivi et évaluation,OMS,,,,
Boké,GIN001002,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Boké,GIN001002,Surveillance & suivi, Surveillance transfrontalière,OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Boké,GIN001002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Boké,GIN001002,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Boké,GIN001002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Boké,GIN001002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Conakry,GIN002001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Conakry,GIN002001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Conakry,GIN002001,Gestion des données,Suivi et évaluation,OMS,,,,
Conakry,GIN002001,Logistique,Gestion d'entrepôt,OMS,,,,
Conakry,GIN002001,Logistique,Renforcer l’équipe logistique,OMS,,,,
Conakry,GIN002001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Conakry,GIN002001,Surveillance & suivi, Surveillance transfrontalière,OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Conakry,GIN002001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Conakry,GIN002001,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Conakry,GIN002001,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Conakry,GIN002001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Conakry,GIN002001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Coyah,GIN005001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Coyah,GIN005001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Coyah,GIN005001,Gestion des données,Suivi et évaluation,OMS,,,,
Coyah,GIN005001,Logistique,Gestion d'entrepôt,OMS,,,,
Coyah,GIN005001,Logistique,Renforcer l’équipe logistique,OMS,,,,
Coyah,GIN005001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),OMS,Equipement,,12/31/2014,
Coyah,GIN005001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Coyah,GIN005001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Coyah,GIN005001,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Coyah,GIN005001,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Coyah,GIN005001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Coyah,GIN005001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Dabola,GIN003001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Dabola,GIN003001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Dabola,GIN003001,Gestion des données,Suivi et évaluation,OMS,,,,
Dabola,GIN003001,Logistique,Gestion d'entrepôt,OMS,,,,
Dabola,GIN003001,Logistique,Renforcer l’équipe logistique,OMS,,,,
Dabola,GIN003001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Dabola,GIN003001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Dalaba,GIN007001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Dalaba,GIN007001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Dalaba,GIN007001,Gestion des données,Suivi et évaluation,OMS,,,,
Dalaba,GIN007001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Dalaba,GIN007001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Dalaba,GIN007001,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Dalaba,GIN007001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Dalaba,GIN007001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Dinguiraye,GIN003002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Dinguiraye,GIN003002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Dinguiraye,GIN003002,Gestion des données,Suivi et évaluation,OMS,,,,
Dinguiraye,GIN003002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Dubreka,GIN005002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Dubreka,GIN005002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Dubreka,GIN005002,Gestion des données,Suivi et évaluation,OMS,,,,
Dubreka,GIN005002,Logistique,Gestion d'entrepôt,OMS,,,,
Dubreka,GIN005002,Logistique,Renforcer l’équipe logistique,OMS,,,,
Dubreka,GIN005002,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Dubreka,GIN005002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Dubreka,GIN005002,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Dubreka,GIN005002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Dubreka,GIN005002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Faranah,GIN003003,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Faranah,GIN003003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Faranah,GIN003003,Gestion des données,Suivi et évaluation,OMS,,,,
Faranah,GIN003003,Logistique,Gestion d'entrepôt,OMS,,,,
Faranah,GIN003003,Logistique,Renforcer l’équipe logistique,OMS,,,,
Faranah,GIN003003,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Faranah,GIN003003,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Faranah,GIN003003,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Faranah,GIN003003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Formation pour AC,,,
Faranah,GIN003003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Forecariah,GIN005003,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Forecariah,GIN005003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Forecariah,GIN005003,Gestion des données,Suivi et évaluation,OMS,,,,
Forecariah,GIN005003,Logistique,Gestion d'entrepôt,OMS,,,,
Forecariah,GIN005003,Logistique,Renforcer l’équipe logistique,OMS,,,,
Forecariah,GIN005003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),OMS,Equipement,,,
Forecariah,GIN005003,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Forecariah,GIN005003,Surveillance & suivi, Surveillance transfrontalière,OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Forecariah,GIN005003,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Forecariah,GIN005003,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Forecariah,GIN005003,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Forecariah,GIN005003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Forecariah,GIN005003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Fria,GIN001003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Fria,GIN001003,Gestion des données,Suivi et évaluation,OMS,,,,
Gaoual,GIN001004,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Gaoual,GIN001004,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Gaoual,GIN001004,Gestion des données,Suivi et évaluation,OMS,,,,
Guéckédou,GIN008006,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Guéckédou,GIN008006,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Guéckédou,GIN008006,Gestion des données,Suivi et évaluation,OMS,,,,
Guéckédou,GIN008006,Logistique,Gestion d'entrepôt,OMS,,,,
Guéckédou,GIN008006,Logistique,Renforcer l’équipe logistique,OMS,,,,
Guéckédou,GIN008006,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Guéckédou,GIN008006,Surveillance & suivi, Surveillance transfrontalière,OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008006,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Guéckédou,GIN008006,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Guéckédou,GIN008006,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Kankan,GIN004001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Kankan,GIN004001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Kankan,GIN004001,Gestion des données,Suivi et évaluation,OMS,,,,
Kankan,GIN004001,Logistique,Gestion d'entrepôt,OMS,,,,
Kankan,GIN004001,Logistique,Renforcer l’équipe logistique,OMS,,,,
Kankan,GIN004001,Prise en charge,Prévention et contrôle des infections,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Kankan,GIN004001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Kankan,GIN004001,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Kankan,GIN004001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Kérouané,GIN004002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Kérouané,GIN004002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Kérouané,GIN004002,Gestion des données,Suivi et évaluation,OMS,,,,
Kérouané,GIN004002,Logistique,Gestion d'entrepôt,OMS,,,,
Kérouané,GIN004002,Logistique,Renforcer l’équipe logistique,OMS,,,,
Kérouané,GIN004002,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),OMS,Equipement,,,
Kérouané,GIN004002,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Kérouané,GIN004002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Kérouané,GIN004002,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Kérouané,GIN004002,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Kérouané,GIN004002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Kindia,GIN005004,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Kindia,GIN005004,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Kindia,GIN005004,Gestion des données,Suivi et évaluation,OMS,,,,
Kindia,GIN005004,Logistique,Gestion d'entrepôt,OMS,,,,
Kindia,GIN005004,Logistique,Renforcer l’équipe logistique,OMS,,,,
Kindia,GIN005004,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Kindia,GIN005004,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Kindia,GIN005004,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Kindia,GIN005004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Kindia,GIN005004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Kissidougou,GIN003004,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Kissidougou,GIN003004,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Kissidougou,GIN003004,Gestion des données,Suivi et évaluation,OMS,,,,
Kissidougou,GIN003004,Logistique,Gestion d'entrepôt,OMS,,,,
Kissidougou,GIN003004,Logistique,Renforcer l’équipe logistique,OMS,,,,
Kissidougou,GIN003004,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Kissidougou,GIN003004,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Kissidougou,GIN003004,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Kissidougou,GIN003004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Koubia,GIN006001,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Koubia,GIN006001,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Koubia,GIN006001,Gestion des données,Suivi et évaluation,OMS,,,,
Koubia,GIN006001,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Koubia,GIN006001,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Koubia,GIN006001,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Koubia,GIN006001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Koundara,GIN001005,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Koundara,GIN001005,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Koundara,GIN001005,Gestion des données,Suivi et évaluation,OMS,,,,
Kouroussa,GIN004003,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Kouroussa,GIN004003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Kouroussa,GIN004003,Gestion des données,Suivi et évaluation,OMS,,,,
Kouroussa,GIN004003,Logistique,Gestion d'entrepôt,OMS,,,,
Kouroussa,GIN004003,Logistique,Renforcer l’équipe logistique,OMS,,,,
Kouroussa,GIN004003,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Kouroussa,GIN004003,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Kouroussa,GIN004003,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Formation pour AC,,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Labé,GIN006002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Labé,GIN006002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Labé,GIN006002,Gestion des données,Suivi et évaluation,OMS,,,,
Labé,GIN006002,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Labé,GIN006002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Labé,GIN006002,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Labé,GIN006002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Lelouma,GIN006003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Lelouma,GIN006003,Gestion des données,Suivi et évaluation,OMS,,,,
Lola,GIN008002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Lola,GIN008002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Lola,GIN008002,Gestion des données,Suivi et évaluation,OMS,,,,
Lola,GIN008002,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Lola,GIN008002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Lola,GIN008002,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Lola,GIN008002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Lola,GIN008002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Macenta,GIN008003,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Macenta,GIN008003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Macenta,GIN008003,Gestion des données,Suivi et évaluation,OMS,,,,
Macenta,GIN008003,Logistique,Gestion d'entrepôt,OMS,,,,
Macenta,GIN008003,Logistique,Renforcer l’équipe logistique,OMS,,,,
Macenta,GIN008003,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Macenta,GIN008003,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Macenta,GIN008003,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Macenta,GIN008003,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Macenta,GIN008003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Macenta,GIN008003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Mali,GIN006004,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Mali,GIN006004,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Mali,GIN006004,Gestion des données,Suivi et évaluation,OMS,,,,
Mali,GIN006004,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Mali,GIN006004,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Mali,GIN006004,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Mali,GIN006004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Mamou,GIN007002,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Mamou,GIN007002,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Mamou,GIN007002,Gestion des données,Suivi et évaluation,OMS,,,,
Mamou,GIN007002,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Mamou,GIN007002,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Mamou,GIN007002,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Mamou,GIN007002,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Mamou,GIN007002,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Mandiana,GIN004004,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Mandiana,GIN004004,Gestion des données,Suivi et évaluation,OMS,,,,
Mandiana,GIN004004,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Mandiana,GIN004004,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Mandiana,GIN004004,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Mandiana,GIN004004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Mandiana,GIN004004,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Conakry,GIN002001,Gestion des données,Gestion des données,OMS,,,,
Conakry,GIN002001,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),OMS,Equipement,,,
Conakry,GIN002001,Recherche,Appui à la commission de recherche,OMS,,,,
Conakry,GIN002001,Recherche,Appui technique à la recherche,OMS,Etablir un conseil de sécurité pour les médicaments et vaccins et aussi un processus formel d'approbation et de suivi,,,
Conakry,GIN002001,Surveillance & suivi,Suivi et évaluation,OMS,Suivi et Evaluation ,,,
Nzérékoré,GIN008004,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Nzérékoré,GIN008004,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Nzérékoré,GIN008004,Gestion des données,Suivi et évaluation,OMS,,,,
Nzérékoré,GIN008004,Logistique,Gestion d'entrepôt,OMS,,,,
Nzérékoré,GIN008004,Logistique,Renforcer l’équipe logistique,OMS,,,,
Nzérékoré,GIN008004,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),OMS,Construction,,,
Nzérékoré,GIN008004,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Nzérékoré,GIN008004,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Nzérékoré,GIN008004,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Nzérékoré,GIN008004,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Pita,GIN007003,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Pita,GIN007003,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Pita,GIN007003,Gestion des données,Suivi et évaluation,OMS,,,,
Pita,GIN007003,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Pita,GIN007003,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Pita,GIN007003,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Pita,GIN007003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Siguiri,GIN004005,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Siguiri,GIN004005,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Siguiri,GIN004005,Gestion des données,Suivi et évaluation,OMS,,,,
Siguiri,GIN004005,Logistique,Gestion d'entrepôt,OMS,,,,
Siguiri,GIN004005,Logistique,Renforcer l’équipe logistique,OMS,,,,
Siguiri,GIN004005,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Siguiri,GIN004005,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Siguiri,GIN004005,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Siguiri,GIN004005,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,,
Siguiri,GIN004005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Télimélé,GIN005005,Communication,Campagne médiatique,OMS,"Sensibilisation des population, émission interactives radio rurale locale, publication de bulletin hebdomadaire;",,,
Télimélé,GIN005005,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Télimélé,GIN005005,Gestion des données,Suivi et évaluation,OMS,,,,
Télimélé,GIN005005,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Télimélé,GIN005005,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
