Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Yomou,GIN008006,Surveillance & suivi,Investigation et Epidemiologie,OMS,Carburant ,,en cours,
Yomou,GIN008006,Surveillance & suivi,Investigation et Epidemiologie,CDC,Carburant ,,en cours,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Postes frontaliers,,en cours,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Postes frontaliers,,en cours,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Postes frontaliers,,en cours,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Postes frontaliers,,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",ACF,Postes frontaliers,12/22/2014,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Postes frontaliers,,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Postes frontaliers,,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,Postes frontaliers,,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Postes frontaliers,,en cours,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Postes frontaliers,,en cours,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,Postes frontaliers,,en cours,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",ACF,Formation pour agents,,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,Formation pour agents,,en cours,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,Formation pour agents,,en cours,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",ACF,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,en cours,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Boké,GIN001002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Conakry,GIN002001,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",ACF,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Forecariah,GIN005003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",PLAN,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
National,GIN,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
National,GIN,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Beyla,GIN008001,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Beyla,GIN008001,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Conakry,GIN002001,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Conakry,GIN002001,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Coyah,GIN005001,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Coyah,GIN005001,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Coyah,GIN005001,Surveillance & suivi,Gestion des données,PLAN,Responsables prefectoraux de la gestion des données ,,en cours,
Forecariah,GIN005003,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Forecariah,GIN005003,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Forecariah,GIN005003,Surveillance & suivi,Gestion des données,PLAN,Responsables prefectoraux de la gestion des données ,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,Gestion des données,PLAN,Responsables prefectoraux de la gestion des données ,,en cours,
Kérouané,GIN004002,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Kérouané,GIN004002,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Macenta,GIN008004,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Macenta,GIN008004,Surveillance & suivi,Gestion des données,UNFPA,Responsables prefectoraux de la gestion des données ,,en cours,
Macenta,GIN008004,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
Macenta,GIN008004,Surveillance & suivi,Gestion des données,PLAN,Responsables prefectoraux de la gestion des données ,,en cours,
N'zérékoré,GIN008005,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
N'zérékoré,GIN008005,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
N'zérékoré,GIN008005,Surveillance & suivi,Gestion des données,PLAN,Responsables prefectoraux de la gestion des données ,,en cours,
Siguiri,GIN004005,Surveillance & suivi,Gestion des données,OMS,Responsables prefectoraux de la gestion des données ,,en cours,
Siguiri,GIN004005,Surveillance & suivi,Gestion des données,CDC,Responsables prefectoraux de la gestion des données ,,en cours,
National,GIN,Surveillance & suivi, Suivi/ Evaluation/Supervision/Rapportage,OMS,Suivi et Evaluation ,,en cours,
National,GIN,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
National,GIN,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Beyla,GIN008001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Beyla,GIN008001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Beyla,GIN008001,Surveillance & suivi,Surveillance basée à l'hopital,USAID/JHPIEGO (PI aux hopitaux et CS),Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Boffa,GIN001001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Boffa,GIN001001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Boké,GIN001002,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Boké,GIN001002,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Conakry,GIN002001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Conakry,GIN002001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Conakry,GIN002001,Surveillance & suivi,Surveillance basée à l'hopital,USAID/JHPIEGO (PI aux hopitaux et CS),Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Coyah,GIN005001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Coyah,GIN005001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Dabola,GIN003001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Dabola,GIN003001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Dalaba,GIN007001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Dalaba,GIN007001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Dubréka,GIN005002,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Dubréka,GIN005002,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Faranah,GIN003003,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Faranah,GIN003003,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Forecariah,GIN005003,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Forecariah,GIN005003,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Forecariah,GIN005003,Surveillance & suivi,Surveillance basée à l'hopital,USAID/JHPIEGO (PI aux hopitaux et CS),Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Kankan,GIN004001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Kankan,GIN004001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,en cours,
Kérouané,GIN004002,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Kérouané,GIN004002,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Kindia,GIN005004,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Kindia,GIN005004,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Kissidougou,GIN003004,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Kissidougou,GIN003004,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Koubia,GIN006001,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Koubia,GIN006001,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Kouroussa,GIN004003,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Kouroussa,GIN004003,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Labé,GIN006002,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Labé,GIN006002,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Lola,GIN008003,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Lola,GIN008003,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Macenta,GIN008004,Surveillance & suivi,Surveillance basée à l'hopital,OMS,Formation pour agents,,en cours,
Macenta,GIN008004,Surveillance & suivi,Surveillance basée à l'hopital,CDC,Formation pour agents,,en cours,
Mali,GIN006004,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Mali,GIN006004,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Mamou,GIN007002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Mamou,GIN007002,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Mandiana,GIN004004,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Mandiana,GIN004004,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
N'zérékoré,GIN008005,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
N'zérékoré,GIN008005,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Pita,GIN007003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Pita,GIN007003,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Siguiri,GIN004005,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Siguiri,GIN004005,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Télimélé,GIN005005,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Télimélé,GIN005005,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Yomou,GIN008006,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",OMS,Formation pour agents,,en cours,
Yomou,GIN008006,Surveillance & suivi," Surveillance transfrontalière (terrestre, maritime et aéroport, entrées et sorities des villes et les garevitures des viles)",CDC,Formation pour agents,,en cours,
Conakry,GIN002001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Fourniture de véhicules,,FAIT,
Guéckédou,GIN008002,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Fourniture de véhicules,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Fourniture de véhicules,,FAIT,
Conakry,GIN002001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Coordination des véhicules pour le transport des patients,,FAIT,
Guéckédou,GIN008002,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Coordination des véhicules pour le transport des patients,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Coordination des véhicules pour le transport des patients,,FAIT,
Conakry,GIN002001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Formation,,FAIT,
Guéckédou,GIN008002,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Formation,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,MSF,Formation,,,
Conakry,GIN002001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,ECHO,Financement,,FAIT,
Conakry,GIN002001,Transport & diagnostiques,Une importante flotte de véhicules devrait être disponible afin que tout patient qui appelle puisse être transporté de leur domicile à un site de dépistage  en  1 heure. ,privé,Financement,,FAIT,
Coyah,GIN005001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,RUSSIE,Financement,,FAIT,
Guéckédou,GIN008002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,EU,Financement,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,CELLULE,Financement,,12/31/2014,
Kérouané,GIN004002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,FEI/KPLAN,Financement,,12/31/2014,
Macenta,GIN008004,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Financement,,FAIT,
N'zérékoré,GIN008005,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,EU,Financement,,12/20/2014,
Conakry,GIN002001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Construction,,FAIT,
Coyah,GIN005001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,RUSSIE,Construction,,,
Guéckédou,GIN008002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,EU LAB,Construction,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,CELLULE,Construction,,12/31/2014,
Kérouané,GIN004002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,FEI/KPLAN,Construction,,12/31/2014,
Macenta,GIN008004,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Construction,,FAIT,
